Time_index,Load,Load_alternative_scenario_1,Load_alternative_scenario_2
122,13051,6525.5,19576.5
123,12597,6298.5,18895.5
124,12359,6179.5,18538.5
125,12290,6145,18435
126,12589,6294.5,18883.5
127,13643,6821.5,20464.5
128,15627,7813.5,23440.5
129,16811,8405.5,25216.5
130,16951,8475.5,25426.5
131,16963,8481.5,25444.5
132,16895,8447.5,25342.5
133,16653,8326.5,24979.5
134,16383,8191.5,24574.5
135,16232,8116,24348
136,16002,8001,24003
137,16080,8040,24120
138,17024,8512,25536
139,17922,8961,26883
140,17627,8813.5,26440.5
141,17119,8559.5,25678.5
142,16445,8222.5,24667.5
143,15559,7779.5,23338.5
144,14364,7182,21546
145,13127,6563.5,19690.5
146,12186,6093,18279
147,11670,5835,17505
148,11391,5695.5,17086.5
149,11278,5639,16917
150,11389,5694.5,17083.5
151,11820,5910,17730
152,12597,6298.5,18895.5
153,13396,6698,20094
154,14243,7121.5,21364.5
155,14763,7381.5,22144.5
156,14900,7450,22350
157,14778,7389,22167
158,14505,7252.5,21757.5
159,14202,7101,21303
160,13987,6993.5,20980.5
161,14134,7067,21201
162,15179,7589.5,22768.5
163,16220,8110,24330
164,16035,8017.5,24052.5
165,15518,7759,23277
166,15016,7508,22524
167,14314,7157,21471
168,13401,6700.5,20101.5
169,12388,,
170,11546,,
171,11055,,
172,10770,,
173,10689,,
174,10767,,
175,11084,,
176,11695,,
177,12316,,
178,13207,,
179,13900,,
180,14342,,
181,14598,,
182,14655,,
183,14569,,
184,14514,,
185,14721,,
186,15995,,
187,17300,,
188,17263,,
189,16819,,
190,16241,,
191,15267,,
192,14012,,
193,12912,,
194,12184,,
195,11833,,
196,11717,,
197,11765,,
198,12194,,
199,13405,,
200,15599,,
201,16868,,
202,16991,,
203,17009,,
204,16996,,
205,16841,,
206,16560,,
207,16376,,
208,16152,,
209,16215,,
210,17323,,
211,18781,,
212,18735,,
213,18237,,
214,17500,,
215,16287,,
216,14758,,
217,13417,,
218,12509,,
219,12073,,
220,11834,,
221,11815,,
222,12164,,
223,13287,,
224,15422,,
225,16558,,
226,16626,,
227,16708,,
228,16727,,
229,16558,,
230,16299,,
231,16158,,
232,16023,,
233,16123,,
234,17203,,
235,18381,,
236,18261,,
237,17806,,
238,17117,,
239,15989,,
240,14506,,
241,13209,,
242,12365,,
243,11953,,
244,11779,,
245,11817,,
246,12205,,
247,13424,,
248,15585,,
249,16716,,
250,16708,,
251,16614,,
252,16559,,
253,16420,,
254,16184,,
255,16080,,
256,15933,,
257,16047,,
258,17101,,
259,18374,,
260,18301,,
261,17855,,
262,17170,,
263,15978,,
264,14448,,
265,13103,,
266,12228,,
267,11745,,
268,11513,,
269,11492,,
270,11831,,
271,12934,,
272,14945,,
273,16353,,
274,16734,,
275,17008,,
276,17242,,
277,17319,,
278,17258,,
279,17176,,
280,16948,,
281,16919,,
282,17718,,
283,18611,,
284,18423,,
285,17884,,
286,17127,,
287,15924,,
288,14403,,
289,13077,,
290,12161,,
291,11690,,
292,11467,,
293,11436,,
294,11735,,
295,12788,,
296,14779,,
297,16087,,
298,16344,,
299,16420,,
300,16452,,
301,16378,,
302,16230,,
303,16173,,
304,16102,,
305,16335,,
306,17372,,
307,18372,,
308,18200,,
309,17727,,
310,17127,,
311,16241,,
312,15075,,
313,13896,,
314,12958,,
315,12421,,
316,12139,,
317,12029,,
318,12154,,
319,12581,,
320,13394,,
321,14202,,
322,15101,,
323,15827,,
324,16147,,
325,16073,,
326,15807,,
327,15531,,
328,15379,,
329,15501,,
330,16512,,
331,17895,,
332,17876,,
333,17469,,
334,16923,,
335,16241,,
336,15425,,
337,14480,,
338,13616,,
339,13099,,
340,12876,,
341,12853,,
342,12993,,
343,13363,,
344,14000,,
345,14681,,
346,15641,,
347,16362,,
348,16757,,
349,16897,,
350,16880,,
351,16707,,
352,16595,,
353,16733,,
354,17835,,
355,19250,,
356,19268,,
357,18737,,
358,18194,,
359,17273,,
360,16180,,
361,15113,,
362,14352,,
363,13949,,
364,13778,,
365,13787,,
366,14112,,
367,14951,,
368,16331,,
369,17349,,
370,18042,,
371,18432,,
372,18590,,
373,18453,,
374,18156,,
375,17950,,
376,17719,,
377,17750,,
378,18671,,
379,19880,,
380,19658,,
381,19072,,
382,18197,,
383,16909,,
384,15383,,
385,14009,,
386,13090,,
387,12553,,
388,12309,,
389,12238,,
390,12543,,
391,13610,,
392,15564,,
393,16715,,
394,16902,,
395,16916,,
396,16903,,
397,16837,,
398,16736,,
399,16733,,
400,16672,,
401,16818,,
402,17773,,
403,18648,,
404,18426,,
405,17864,,
406,17013,,
407,15779,,
408,14209,,
409,12837,,
410,11921,,
411,11453,,
412,11208,,
413,11171,,
414,11559,,
415,12758,,
416,14942,,
417,16092,,
418,16204,,
419,16303,,
420,16425,,
421,16435,,
422,16357,,
423,16346,,
424,16283,,
425,16431,,
426,17417,,
427,19064,,
428,19203,,
429,18868,,
430,18210,,
431,17120,,
432,15711,,
433,14401,,
434,13588,,
435,13203,,
436,13059,,
437,13090,,
438,13507,,
439,14707,,
440,16922,,
441,18074,,
442,18109,,
443,18021,,
444,17922,,
445,17706,,
446,17415,,
447,17223,,
448,17037,,
449,17142,,
450,18009,,
451,19240,,
452,19199,,
453,18851,,
454,18079,,
455,16886,,
456,15364,,
457,13990,,
458,13093,,
459,12584,,
460,12339,,
461,12302,,
462,12682,,
463,13808,,
464,15866,,
465,16943,,
466,17087,,
467,17147,,
468,17195,,
469,17138,,
470,16943,,
471,16820,,
472,16616,,
473,16643,,
474,17388,,
475,18757,,
476,18685,,
477,18222,,
478,17619,,
479,16765,,
480,15601,,
481,14422,,
482,13566,,
483,13081,,
484,12792,,
485,12664,,
486,12770,,
487,13187,,
488,13979,,
489,14914,,
490,16001,,
491,16949,,
492,17517,,
493,17770,,
494,17771,,
495,17556,,
496,17269,,
497,17166,,
498,17833,,
499,18966,,
500,18778,,
501,18116,,
502,17437,,
503,16575,,
504,15508,,
505,14448,,
506,13655,,
507,13199,,
508,12989,,
509,12891,,
510,12977,,
511,13334,,
512,13950,,
513,14624,,
514,15528,,
515,16099,,
516,16315,,
517,16319,,
518,16228,,
519,16119,,
520,16055,,
521,16082,,
522,16845,,
523,17969,,
524,17975,,
525,17646,,
526,16995,,
527,15930,,
528,14722,,
529,13519,,
530,12651,,
531,12228,,
532,12040,,
533,12055,,
534,12430,,
535,13557,,
536,15631,,
537,16790,,
538,17044,,
539,17187,,
540,17322,,
541,17292,,
542,17125,,
543,17000,,
544,16816,,
545,16823,,
546,17603,,
547,18716,,
548,18560,,
549,17981,,
550,17119,,
551,15849,,
552,14284,,
553,12887,,
554,11990,,
555,11436,,
556,11152,,
557,11090,,
558,11393,,
559,12459,,
560,14537,,
561,15681,,
562,15806,,
563,15742,,
564,15752,,
565,15693,,
566,15511,,
567,15401,,
568,15243,,
569,15261,,
570,16021,,
571,17424,,
572,17455,,
573,17036,,
574,16357,,
575,15223,,
576,13821,,
577,12534,,
578,11692,,
579,11278,,
580,11096,,
581,11112,,
582,11472,,
583,12636,,
584,14812,,
585,16013,,
586,16114,,
587,16200,,
588,16276,,
589,16229,,
590,16066,,
591,15983,,
592,15801,,
593,15786,,
594,16496,,
595,18066,,
596,18170,,
597,17754,,
598,17087,,
599,15918,,
600,14417,,
601,13082,,
602,12204,,
603,11754,,
604,11559,,
605,11557,,
606,11926,,
607,13048,,
608,15209,,
609,16363,,
610,16430,,
611,16380,,
612,16329,,
613,16229,,
614,16097,,
615,16088,,
616,16041,,
617,16167,,
618,16967,,
619,18178,,
620,18125,,
621,17691,,
622,16976,,
623,15839,,
624,14356,,
625,13028,,
626,12148,,
627,11650,,
628,11417,,
629,11328,,
630,11629,,
631,12662,,
632,14616,,
633,15932,,
634,16331,,
635,16597,,
636,16782,,
637,16840,,
638,16721,,
639,16597,,
640,16383,,
641,16311,,
642,16806,,
643,17525,,
644,17277,,
645,16699,,
646,16075,,
647,15222,,
648,14076,,
649,12922,,
650,12016,,
651,11478,,
652,11189,,
653,11084,,
654,11181,,
655,11640,,
656,12463,,
657,13306,,
658,14217,,
659,14807,,
660,15053,,
661,14910,,
662,14634,,
663,14248,,
664,14021,,
665,14036,,
666,14729,,
667,16139,,
668,16247,,
669,15784,,
670,15296,,
671,14559,,
672,13616,,
673,12616,,
674,11804,,
675,11338,,
676,11079,,
677,10999,,
678,11100,,
679,11427,,
680,12009,,
681,12624,,
682,13524,,
683,14153,,
684,14475,,
685,14600,,
686,14552,,
687,14395,,
688,14246,,
689,14320,,
690,15158,,
691,16830,,
692,17081,,
693,16680,,
694,16044,,
695,15021,,
696,13787,,
697,12652,,
698,11885,,
699,11509,,
700,11357,,
701,11402,,
702,11812,,
703,12983,,
704,15180,,
705,16336,,
706,16493,,
707,16608,,
708,16668,,
709,16572,,
710,16416,,
711,16293,,
712,16138,,
713,16187,,
714,16885,,
715,18479,,
716,18690,,
717,18236,,
718,17536,,
719,16345,,
720,14837,,
721,13483,,
722,12630,,
723,12163,,
724,11939,,
725,11904,,
726,12232,,
727,13353,,
728,15451,,
729,16595,,
730,16710,,
731,16685,,
732,16614,,
733,16411,,
734,16132,,
735,15895,,
736,15640,,
737,15544,,
738,16080,,
739,17580,,
740,17786,,
741,17368,,
742,16656,,
743,15519,,
744,14022,,
745,12701,,
746,11855,,
747,11400,,
748,11176,,
749,11179,,
750,11498,,
751,12628,,
752,14723,,
753,15938,,
754,16060,,
755,16076,,
756,16066,,
757,16030,,
758,15877,,
759,15716,,
760,15403,,
761,15274,,
762,15728,,
763,17121,,
764,17302,,
765,16877,,
766,16199,,
767,15083,,
768,13623,,
769,12327,,
770,11485,,
771,11059,,
772,10865,,
773,10875,,
774,11239,,
775,12411,,
776,14606,,
777,15739,,
778,15955,,
779,16109,,
780,16262,,
781,16284,,
782,16228,,
783,16208,,
784,16152,,
785,16300,,
786,17014,,
787,18069,,
788,18100,,
789,17706,,
790,17043,,
791,15947,,
792,14494,,
793,13205,,
794,12359,,
795,11935,,
796,11771,,
797,11791,,
798,12183,,
799,13339,,
800,15495,,
801,16566,,
802,16689,,
803,16659,,
804,16621,,
805,16458,,
806,16169,,
807,15953,,
808,15721,,
809,15634,,
810,16100,,
811,17389,,
812,17565,,
813,17137,,
814,16546,,
815,15678,,
816,14507,,
817,13245,,
818,12326,,
819,11802,,
820,11522,,
821,11392,,
822,11480,,
823,11904,,
824,12721,,
825,13556,,
826,14453,,
827,14986,,
828,15177,,
829,15063,,
830,14806,,
831,14506,,
832,14301,,
833,14318,,
834,14892,,
835,16330,,
836,16637,,
837,16256,,
838,15798,,
839,15089,,
840,14162,,
841,13172,,
842,12407,,
843,11967,,
844,11752,,
845,11686,,
846,11772,,
847,12111,,
848,12694,,
849,13384,,
850,14318,,
851,14909,,
852,15158,,
853,15243,,
854,15177,,
855,14966,,
856,14812,,
857,14905,,
858,15553,,
859,16948,,
860,16729,,
861,15919,,
862,15505,,
863,14829,,
864,14311,,
865,13134,,
866,12269,,
867,11861,,
868,11708,,
869,11741,,
870,12111,,
871,13253,,
872,15302,,
873,16345,,
874,16495,,
875,16401,,
876,16366,,
877,16230,,
878,15945,,
879,15719,,
880,15440,,
881,15325,,
882,15800,,
883,17311,,
884,17745,,
885,17304,,
886,16548,,
887,15346,,
888,13914,,
889,12613,,
890,11791,,
891,11374,,
892,11207,,
893,11222,,
894,11599,,
895,12804,,
896,14900,,
897,15935,,
898,16046,,
899,16058,,
900,16073,,
901,16026,,
902,15858,,
903,15733,,
904,15539,,
905,15549,,
906,16094,,
907,17519,,
908,17879,,
909,17524,,
910,16881,,
911,15790,,
912,14350,,
913,13095,,
914,12313,,
915,11953,,
916,11835,,
917,11892,,
918,12307,,
919,13539,,
920,15713,,
921,16771,,
922,16891,,
923,16814,,
924,16711,,
925,16514,,
926,16246,,
927,16114,,
928,15986,,
929,16139,,
930,16805,,
931,18110,,
932,18310,,
933,17872,,
934,17156,,
935,15986,,
936,14447,,
937,13131,,
938,12267,,
939,11846,,
940,11644,,
941,11654,,
942,12043,,
943,13267,,
944,15403,,
945,16394,,
946,16403,,
947,16297,,
948,16211,,
949,16022,,
950,15757,,
951,15585,,
952,15346,,
953,15294,,
954,15750,,
955,17164,,
956,17702,,
957,17395,,
958,16812,,
959,15759,,
960,14327,,
961,13063,,
962,12278,,
963,11886,,
964,11707,,
965,11739,,
966,12130,,
967,13272,,
968,15319,,
969,16348,,
970,16362,,
971,16191,,
972,16065,,
973,15846,,
974,15538,,
975,15350,,
976,15144,,
977,15067,,
978,15509,,
979,16764,,
980,16954,,
981,16474,,
982,15856,,
983,15001,,
984,13866,,
985,12720,,
986,11856,,
987,11372,,
988,11075,,
989,10972,,
990,11089,,
991,11532,,
992,12340,,
993,13247,,
994,14319,,
995,15139,,
996,15531,,
997,15593,,
998,15452,,
999,15230,,
1000,15001,,
1001,14901,,
1002,15359,,
1003,16516,,
1004,16735,,
1005,16261,,
1006,15721,,
1007,15012,,
1008,14114,,
1009,13201,,
1010,12512,,
1011,12143,,
1012,12011,,
1013,12014,,
1014,12181,,
1015,12556,,
1016,13147,,
1017,13819,,
1018,14762,,
1019,15451,,
1020,15789,,
1021,15864,,
1022,15806,,
1023,15622,,
1024,15460,,
1025,15553,,
1026,16226,,
1027,17743,,
1028,18341,,
1029,18030,,
1030,17392,,
1031,16349,,
1032,15138,,
1033,14013,,
1034,13234,,
1035,12861,,
1036,12714,,
1037,12750,,
1038,13123,,
1039,14232,,
1040,16280,,
1041,17288,,
1042,17358,,
1043,17259,,
1044,17188,,
1045,17031,,
1046,16714,,
1047,16454,,
1048,16167,,
1049,16043,,
1050,16418,,
1051,17762,,
1052,18344,,
1053,18004,,
1054,17361,,
1055,16244,,
1056,14778,,
1057,13461,,
1058,12617,,
1059,12190,,
1060,12016,,
1061,12015,,
1062,12380,,
1063,13511,,
1064,15602,,
1065,16606,,
1066,16679,,
1067,16623,,
1068,16604,,
1069,16463,,
1070,16265,,
1071,16128,,
1072,15945,,
1073,15863,,
1074,16183,,
1075,17444,,
1076,17906,,
1077,17458,,
1078,16774,,
1079,15664,,
1080,14220,,
1081,12956,,
1082,12088,,
1083,11635,,
1084,11407,,
1085,11381,,
1086,11695,,
1087,12841,,
1088,14883,,
1089,16012,,
1090,16231,,
1091,16279,,
1092,16327,,
1093,16270,,
1094,16079,,
1095,15980,,
1096,15808,,
1097,15743,,
1098,16134,,
1099,17289,,
1100,17691,,
1101,17287,,
1102,16570,,
1103,15464,,
1104,14008,,
1105,12706,,
1106,11881,,
1107,11479,,
1108,11310,,
1109,11377,,
1110,11753,,
1111,12948,,
1112,14998,,
1113,16011,,
1114,16145,,
1115,16176,,
1116,16139,,
1117,16063,,
1118,15964,,
1119,15953,,
1120,15839,,
1121,15899,,
1122,16467,,
1123,17531,,
1124,17766,,
1125,17324,,
1126,16628,,
1127,15509,,
1128,14053,,
1129,12745,,
1130,11845,,
1131,11338,,
1132,11077,,
1133,11026,,
1134,11309,,
1135,12350,,
1136,14301,,
1137,15443,,
1138,15777,,
1139,15868,,
1140,15895,,
1141,15778,,
1142,15523,,
1143,15335,,
1144,15078,,
1145,14938,,
1146,15202,,
1147,16229,,
1148,16723,,
1149,16313,,
1150,15753,,
1151,14960,,
1152,13859,,
1153,12735,,
1154,11886,,
1155,11418,,
1156,11185,,
1157,11096,,
1158,11212,,
1159,11679,,
1160,12425,,
1161,13220,,
1162,14115,,
1163,14625,,
1164,14768,,
1165,14655,,
1166,14366,,
1167,14012,,
1168,13794,,
1169,13813,,
1170,14272,,
1171,15444,,
1172,15913,,
1173,15493,,
1174,15008,,
1175,14321,,
1176,13378,,
1177,12442,,
1178,11686,,
1179,11259,,
1180,11028,,
1181,10949,,
1182,11039,,
1183,11369,,
1184,11852,,
1185,12462,,
1186,13296,,
1187,13851,,
1188,14065,,
1189,14085,,
1190,13940,,
1191,13659,,
1192,13422,,
1193,13408,,
1194,13882,,
1195,15234,,
1196,16034,,
1197,15712,,
1198,15201,,
1199,14415,,
1200,13445,,
1201,12496,,
1202,11836,,
1203,11463,,
1204,11258,,
1205,11295,,
1206,11605,,
1207,12426,,
1208,13634,,
1209,14565,,
1210,15326,,
1211,15798,,
1212,15999,,
1213,15947,,
1214,15700,,
1215,15415,,
1216,15185,,
1217,15120,,
1218,15586,,
1219,16932,,
1220,17646,,
1221,17212,,
1222,16550,,
1223,15530,,
1224,14242,,
1225,13069,,
1226,12312,,
1227,11925,,
1228,11771,,
1229,11833,,
1230,12222,,
1231,13313,,
1232,15016,,
1233,16034,,
1234,16339,,
1235,16338,,
1236,16300,,
1237,16135,,
1238,15882,,
1239,15751,,
1240,15651,,
1241,15661,,
1242,16107,,
1243,17339,,
1244,17794,,
1245,17297,,
1246,16514,,
1247,15392,,
1248,13953,,
1249,12698,,
1250,11831,,
1251,11361,,
1252,11142,,
1253,11103,,
1254,11434,,
1255,12442,,
1256,14078,,
1257,15155,,
1258,15506,,
1259,15553,,
1260,15592,,
1261,15515,,
1262,15278,,
1263,15128,,
1264,14902,,
1265,14763,,
1266,15037,,
1267,16173,,
1268,16848,,
1269,16494,,
1270,15820,,
1271,14809,,
1272,13446,,
1273,12230,,
1274,11390,,
1275,10930,,
1276,10675,,
1277,10651,,
1278,10940,,
1279,11941,,
1280,13621,,
1281,14721,,
1282,15201,,
1283,15437,,
1284,15520,,
1285,15526,,
1286,15371,,
1287,15209,,
1288,15024,,
1289,14846,,
1290,15062,,
1291,16138,,
1292,16880,,
1293,16550,,
1294,15910,,
1295,14916,,
1296,13606,,
1297,12425,,
1298,11612,,
1299,11157,,
1300,10936,,
1301,10930,,
1302,11253,,
1303,12239,,
1304,13867,,
1305,15100,,
1306,15858,,
1307,16250,,
1308,16520,,
1309,16595,,
1310,16496,,
1311,16442,,
1312,16320,,
1313,16242,,
1314,16545,,
1315,17237,,
1316,17262,,
1317,16708,,
1318,15992,,
1319,15064,,
1320,13878,,
1321,12707,,
1322,11839,,
1323,11335,,
1324,11055,,
1325,10960,,
1326,11080,,
1327,11515,,
1328,12163,,
1329,12921,,
1330,13840,,
1331,14552,,
1332,14891,,
1333,14910,,
1334,14744,,
1335,14509,,
1336,14313,,
1337,14278,,
1338,14670,,
1339,15739,,
1340,16440,,
1341,16072,,
1342,15553,,
1343,14869,,
1344,13901,,
1345,12961,,
1346,12218,,
1347,11773,,
1348,11535,,
1349,11480,,
1350,11575,,
1351,11915,,
1352,12353,,
1353,12946,,
1354,13800,,
1355,14355,,
1356,14613,,
1357,14702,,
1358,14622,,
1359,14348,,
1360,14067,,
1361,14041,,
1362,14511,,
1363,15735,,
1364,16836,,
1365,16525,,
1366,15921,,
1367,14951,,
1368,13801,,
1369,12779,,
1370,12055,,
1371,11731,,
1372,11629,,
1373,11692,,
1374,12127,,
1375,13332,,
1376,15214,,
1377,16206,,
1378,16327,,
1379,16266,,
1380,16205,,
1381,16056,,
1382,15881,,
1383,15741,,
1384,15542,,
1385,15532,,
1386,15994,,
1387,17064,,
1388,17632,,
1389,17176,,
1390,16377,,
1391,15220,,
1392,13803,,
1393,12514,,
1394,11680,,
1395,11242,,
1396,11066,,
1397,11064,,
1398,11424,,
1399,12602,,
1400,14476,,
1401,15476,,
1402,15679,,
1403,15737,,
1404,15729,,
1405,15618,,
1406,15387,,
1407,15252,,
1408,15047,,
1409,14961,,
1410,15275,,
1411,16382,,
1412,17388,,
1413,17142,,
1414,16508,,
1415,15435,,
1416,14021,,
1417,12765,,
1418,11944,,
1419,11540,,
1420,11348,,
1421,11336,,
1422,11707,,
1423,12866,,
1424,14736,,
1425,15820,,
1426,16076,,
1427,16159,,
1428,16283,,
1429,16371,,
1430,16399,,
1431,16520,,
1432,16525,,
1433,16578,,
1434,17020,,
1435,17992,,
1436,18391,,
1437,17903,,
1438,17072,,
1439,15854,,
1440,14366,,
1441,13092,,
1442,12247,,
1443,11831,,
1444,11610,,
1445,11604,,
1446,11936,,
1447,12972,,
1448,14744,,
1449,15892,,
1450,16406,,
1451,16725,,
1452,16989,,
1453,17075,,
1454,17022,,
1455,16938,,
1456,16808,,
1457,16763,,
1458,17082,,
1459,17893,,
1460,18405,,
1461,18038,,
1462,17337,,
1463,16213,,
1464,14760,,
1465,13456,,
1466,12649,,
1467,12209,,
1468,11978,,
1469,11984,,
1470,12305,,
1471,13417,,
1472,15253,,
1473,16350,,
1474,16668,,
1475,16790,,
1476,16829,,
1477,16742,,
1478,16564,,
1479,16473,,
1480,16280,,
1481,16204,,
1482,16512,,
1483,17262,,
1484,17625,,
1485,17157,,
1486,16520,,
1487,15624,,
1488,14450,,
1489,13236,,
1490,12386,,
1491,11860,,
1492,11544,,
1493,11385,,
1494,11433,,
1495,11813,,
1496,12490,,
1497,13346,,
1498,14391,,
1499,15161,,
1500,15529,,
1501,15595,,
1502,15363,,
1503,14926,,
1504,14462,,
1505,14176,,
1506,14233,,
1507,14981,,
1508,15928,,
1509,15588,,
1510,15095,,
1511,14363,,
1512,13414,,
1513,12440,,
1514,11648,,
1515,11164,,
1516,10900,,
1517,10798,,
1518,10876,,
1519,11166,,
1520,11639,,
1521,12340,,
1522,13327,,
1523,14105,,
1524,14460,,
1525,14597,,
1526,14563,,
1527,14339,,
1528,14201,,
1529,14210,,
1530,14550,,
1531,15534,,
1532,16603,,
1533,16353,,
1534,15742,,
1535,14745,,
1536,13522,,
1537,12441,,
1538,11784,,
1539,11459,,
1540,11356,,
1541,11438,,
1542,11881,,
1543,13122,,
1544,15016,,
1545,16082,,
1546,16304,,
1547,16351,,
1548,16392,,
1549,16277,,
1550,16059,,
1551,15863,,
1552,15593,,
1553,15521,,
1554,15874,,
1555,16944,,
1556,18152,,
1557,17921,,
1558,17285,,
1559,16191,,
1560,14754,,
1561,13520,,
1562,12760,,
1563,12423,,
1564,12287,,
1565,12344,,
1566,12762,,
1567,13985,,
1568,15829,,
1569,16808,,
1570,16871,,
1571,16743,,
1572,16644,,
1573,16489,,
1574,16203,,
1575,16008,,
1576,15711,,
1577,15580,,
1578,15842,,
1579,16743,,
1580,17910,,
1581,17753,,
1582,17145,,
1583,16007,,
1584,14505,,
1585,13175,,
1586,12382,,
1587,11961,,
1588,11749,,
1589,11744,,
1590,12073,,
1591,13233,,
1592,14974,,
1593,15889,,
1594,15901,,
1595,15804,,
1596,15716,,
1597,15524,,
1598,15290,,
1599,15159,,
1600,14880,,
1601,14740,,
1602,14955,,
1603,15796,,
1604,16900,,
1605,16641,,
1606,15981,,
1607,14888,,
1608,13425,,
1609,12128,,
1610,11294,,
1611,10858,,
1612,10631,,
1613,10594,,
1614,10905,,
1615,12022,,
1616,13701,,
1617,14754,,
1618,14988,,
1619,15068,,
1620,15130,,
1621,15113,,
1622,14954,,
1623,14892,,
1624,14719,,
1625,14622,,
1626,14817,,
1627,15591,,
1628,16457,,
1629,16151,,
1630,15472,,
1631,14377,,
1632,12899,,
1633,11636,,
1634,10817,,
1635,10398,,
1636,10167,,
1637,10134,,
1638,10463,,
1639,11579,,
1640,13474,,
1641,14745,,
1642,15151,,
1643,15299,,
1644,15366,,
1645,15288,,
1646,15075,,
1647,14936,,
1648,14728,,
1649,14642,,
1650,14822,,
1651,15458,,
1652,16370,,
1653,16082,,
1654,15550,,
1655,14762,,
1656,13636,,
1657,12505,,
1658,11707,,
1659,11299,,
1660,11105,,
1661,11066,,
1662,11219,,
1663,11685,,
1664,12349,,
1665,13308,,
1666,14234,,
1667,14816,,
1668,14947,,
1669,14837,,
1670,14569,,
1671,14252,,
1672,13966,,
1673,13853,,
1674,14064,,
1675,14764,,
1676,15849,,
1677,15636,,
1678,15202,,
1679,14509,,
1680,13536,,
1681,12580,,
1682,11848,,
1683,11627,,
1684,11407,,
1685,11207,,
1686,11146,,
1687,11314,,
1688,11720,,
1689,12173,,
1690,12864,,
1691,13504,,
1692,13847,,
1693,13929,,
1694,13830,,
1695,13551,,
1696,13224,,
1697,13020,,
1698,13087,,
1699,13459,,
1700,14127,,
1701,15287,,
1702,15059,,
1703,14141,,
1704,12966,,
1705,11740,,
1706,10975,,
1707,10529,,
1708,10358,,
1709,10371,,
1710,10692,,
1711,11793,,
1712,13876,,
1713,15099,,
1714,15257,,
1715,15205,,
1716,15252,,
1717,15227,,
1718,15058,,
1719,14959,,
1720,14720,,
1721,14512,,
1722,14452,,
1723,14644,,
1724,15128,,
1725,15925,,
1726,15460,,
1727,14353,,
1728,12895,,
1729,11555,,
1730,10847,,
1731,10138,,
1732,9898,,
1733,9839,,
1734,10101,,
1735,11079,,
1736,13098,,
1737,14463,,
1738,14836,,
1739,14987,,
1740,15093,,
1741,15115,,
1742,15026,,
1743,14993,,
1744,14833,,
